"REF_DATE","GEO","DGUID","New housing price indexes","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1981-02","Alberta","2016A000248","House only","Index, 201612=100","347","units","0","v111955542","34.2","","..","","","1"
"1981-02","Alberta","2016A000248","Land only","Index, 201612=100","347","units","0","v111955543","34.3","","..","","","1"
"1981-02","Calgary, Alberta","2011S0503825","Total (house and land)","Index, 201612=100","347","units","0","v111955544","35.1","25.5","","","","1"
"1981-02","Calgary, Alberta","2011S0503825","House only","Index, 201612=100","347","units","0","v111955545","35.2","28.1","","","","1"
"1981-02","Calgary, Alberta","2011S0503825","Land only","Index, 201612=100","347","units","0","v111955546","35.3","19.6","E","","","1"
"1981-02","Edmonton, Alberta","2011S0503835","Total (house and land)","Index, 201612=100","347","units","0","v111955547","36.1","36.1","","","","1"
"1981-02","Edmonton, Alberta","2011S0503835","House only","Index, 201612=100","347","units","0","v111955548","36.2","36.8","","","","1"
"1981-02","Edmonton, Alberta","2011S0503835","Land only","Index, 201612=100","347","units","0","v111955549","36.3","32.9","E","","","1"
"1981-02","British Columbia","2016A000259","Total (house and land)","Index, 201612=100","347","units","0","v111955550","37.1","","..","","","1"
"1981-02","British Columbia","2016A000259","House only","Index, 201612=100","347","units","0","v111955551","37.2","","..","","","1"
"1981-02","British Columbia","2016A000259","Land only","Index, 201612=100","347","units","0","v111955552","37.3","","..","","","1"
"1981-02","Kelowna, British Columbia","2011S0503915","Total (house and land)","Index, 201612=100","347","units","0","v111955553","38.1","","..","","","1"
"1981-02","Kelowna, British Columbia","2011S0503915","House only","Index, 201612=100","347","units","0","v111955554","38.2","","..","","","1"
"1981-02","Kelowna, British Columbia","2011S0503915","Land only","Index, 201612=100","347","units","0","v111955555","38.3","","..","","","1"
"1981-02","Vancouver, British Columbia","2011S0503933","Total (house and land)","Index, 201612=100","347","units","0","v111955556","39.1","92.2","","","","1"
"1981-02","Vancouver, British Columbia","2011S0503933","House only","Index, 201612=100","347","units","0","v111955557","39.2","97.5","","","","1"
"1981-02","Vancouver, British Columbia","2011S0503933","Land only","Index, 201612=100","347","units","0","v111955558","39.3","85.3","E","","","1"
"1981-02","Victoria, British Columbia","2011S0503935","Total (house and land)","Index, 201612=100","347","units","0","v111955559","40.1","130.1","","","","1"
"1981-02","Victoria, British Columbia","2011S0503935","House only","Index, 201612=100","347","units","0","v111955560","40.2","209.1","","","","1"
"1981-02","Victoria, British Columbia","2011S0503935","Land only","Index, 201612=100","347","units","0","v111955561","40.3","50.9","E","","","1"
"1981-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","39.3","","","","1"
"1981-03","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","37.3","","","","1"
"1981-03","Canada","2016A000011124","Land only","Index, 201612=100","347","units","0","v111955444","1.3","41.1","E","","","1"
"1981-03","Atlantic Region","2016A00011","Total (house and land)","Index, 201612=100","347","units","0","v111955445","2.1","","..","","","1"
"1981-03","Atlantic Region","2016A00011","House only","Index, 201612=100","347","units","0","v111955446","2.2","","..","","","1"
"1981-03","Atlantic Region","2016A00011","Land only","Index, 201612=100","347","units","0","v111955447","2.3","","..","","","1"
"1981-03","Newfoundland and Labrador","2016A000210","Total (house and land)","Index, 201612=100","347","units","0","v111955448","3.1","","..","","","1"
"1981-03","Newfoundland and Labrador","2016A000210","House only","Index, 201612=100","347","units","0","v111955449","3.2","","..","","","1"
"1981-03","Newfoundland and Labrador","2016A000210","Land only","Index, 201612=100","347","units","0","v111955450","3.3","","..","","","1"
"1981-03","St. John's, Newfoundland and Labrador","2011S05031","Total (house and land)","Index, 201612=100","347","units","0","v111955451","4.1","36.2","","","","1"
"1981-03","St. John's, Newfoundland and Labrador","2011S05031","House only","Index, 201612=100","347","units","0","v111955452","4.2","37.5","","","","1"
"1981-03","St. John's, Newfoundland and Labrador","2011S05031","Land only","Index, 201612=100","347","units","0","v111955453","4.3","31.8","E","","","1"
"1981-03","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units","0","v111955454","5.1","","..","","","1"
"1981-03","Prince Edward Island","2016A000211","House only","Index, 201612=100","347","units","0","v111955455","5.2","","..","","","1"
"1981-03","Prince Edward Island","2016A000211","Land only","Index, 201612=100","347","units","0","v111955456","5.3","","..","","","1"
"1981-03","Charlottetown, Prince Edward Island","2011S0504105","Total (house and land)","Index, 201612=100","347","units","0","v111955457","6.1","","..","","","1"
"1981-03","Charlottetown, Prince Edward Island","2011S0504105","House only","Index, 201612=100","347","units","0","v111955458","6.2","","..","","","1"
"1981-03","Charlottetown, Prince Edward Island","2011S0504105","Land only","Index, 201612=100","347","units","0","v111955459","6.3","","..","","","1"
"1981-03","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units","0","v111955460","7.1","","..","","","1"
"1981-03","Nova Scotia","2016A000212","House only","Index, 201612=100","347","units","0","v111955461","7.2","","..","","","1"
"1981-03","Nova Scotia","2016A000212","Land only","Index, 201612=100","347","units","0","v111955462","7.3","","..","","","1"
"1981-03","Halifax, Nova Scotia","2011S0503205","Total (house and land)","Index, 201612=100","347","units","0","v111955463","8.1","","x","","","1"
"1981-03","Halifax, Nova Scotia","2011S0503205","House only","Index, 201612=100","347","units","0","v111955464","8.2","","x","","","1"
"1981-03","Halifax, Nova Scotia","2011S0503205","Land only","Index, 201612=100","347","units","0","v111955465","8.3","32.5","E","","","1"
"1981-03","New Brunswick","2016A000213","Total (house and land)","Index, 201612=100","347","units","0","v111955466","9.1","","..","","","1"
"1981-03","New Brunswick","2016A000213","House only","Index, 201612=100","347","units","0","v111955467","9.2","","..","","","1"
"1981-03","New Brunswick","2016A000213","Land only","Index, 201612=100","347","units","0","v111955468","9.3","","..","","","1"
"1981-03","Saint John, Fredericton, and Moncton, New Brunswick","","Total (house and land)","Index, 201612=100","347","units","0","v111955469","10.1","56.2","","","","1"
"1981-03","Saint John, Fredericton, and Moncton, New Brunswick","","House only","Index, 201612=100","347","units","0","v111955470","10.2","62.1","","","","1"
"1981-03","Saint John, Fredericton, and Moncton, New Brunswick","","Land only","Index, 201612=100","347","units","0","v111955471","10.3","38.0","E","","","1"
"1981-03","Quebec","2016A000224","Total (house and land)","Index, 201612=100","347","units","0","v111955472","11.1","","..","","","1"
"1981-03","Quebec","2016A000224","House only","Index, 201612=100","347","units","0","v111955473","11.2","","..","","","1"
"1981-03","Quebec","2016A000224","Land only","Index, 201612=100","347","units","0","v111955474","11.3","","..","","","1"
"1981-03","Québec, Quebec","2011S0503421","Total (house and land)","Index, 201612=100","347","units","0","v111955475","12.1","30.6","","","","1"
"1981-03","Québec, Quebec","2011S0503421","House only","Index, 201612=100","347","units","0","v111955476","12.2","35.4","","","","1"
"1981-03","Québec, Quebec","2011S0503421","Land only","Index, 201612=100","347","units","0","v111955477","12.3","20.6","E","","","1"
"1981-03","Sherbrooke, Quebec","2011S0503433","Total (house and land)","Index, 201612=100","347","units","0","v111955478","13.1","","..","","","1"
"1981-03","Sherbrooke, Quebec","2011S0503433","House only","Index, 201612=100","347","units","0","v111955479","13.2","","..","","","1"
"1981-03","Sherbrooke, Quebec","2011S0503433","Land only","Index, 201612=100","347","units","0","v111955480","13.3","","..","","","1"
"1981-03","Trois-Rivières, Quebec","2011S0503442","Total (house and land)","Index, 201612=100","347","units","0","v111955481","14.1","","..","","","1"
"1981-03","Trois-Rivières, Quebec","2011S0503442","House only","Index, 201612=100","347","units","0","v111955482","14.2","","..","","","1"
"1981-03","Trois-Rivières, Quebec","2011S0503442","Land only","Index, 201612=100","347","units","0","v111955483","14.3","","..","","","1"
"1981-03","Montréal, Quebec","2011S0503462","Total (house and land)","Index, 201612=100","347","units","0","v111955484","15.1","29.0","","","","1"
"1981-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100","347","units","0","v111955485","15.2","30.5","","","","1"
"1981-03","Montréal, Quebec","2011S0503462","Land only","Index, 201612=100","347","units","0","v111955486","15.3","21.0","E","","","1"
"1981-03","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050324505","Total (house and land)","Index, 201612=100","347","units","0","v111955487","16.1","","..","","","1"
"1981-03","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050324505","House only","Index, 201612=100","347","units","0","v111955488","16.2","","..","","","1"
"1981-03","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050324505","Land only","Index, 201612=100","347","units","0","v111955489","16.3","","..","","","1"
"1981-03","Ontario","2016A000235","Total (house and land)","Index, 201612=100","347","units","0","v111955490","17.1","","..","","","1"
"1981-03","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","","..","","","1"
"1981-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","","..","","","1"
"1981-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","33.6","","","","1"
"1981-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","House only","Index, 201612=100","347","units","0","v111955494","18.2","31.9","","","","1"
"1981-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Land only","Index, 201612=100","347","units","0","v111955495","18.3","40.6","E","","","1"
"1981-03","Oshawa, Ontario","2011S0503532","Total (house and land)","Index, 201612=100","347","units","0","v111955496","19.1","","..","","","1"
"1981-03","Oshawa, Ontario","2011S0503532","House only","Index, 201612=100","347","units","0","v111955497","19.2","","..","","","1"
"1981-03","Oshawa, Ontario","2011S0503532","Land only","Index, 201612=100","347","units","0","v111955498","19.3","","..","","","1"
"1981-03","Toronto, Ontario","2011S0503535","Total (house and land)","Index, 201612=100","347","units","0","v111955499","20.1","29.8","","","","1"
"1981-03","Toronto, Ontario","2011S0503535","House only","Index, 201612=100","347","units","0","v111955500","20.2","24.8","","","","1"
"1981-03","Toronto, Ontario","2011S0503535","Land only","Index, 201612=100","347","units","0","v111955501","20.3","39.5","E","","","1"
"1981-03","Hamilton, Ontario","2011S0503537","Total (house and land)","Index, 201612=100","347","units","0","v111955502","21.1","30.7","","","","1"
"1981-03","Hamilton, Ontario","2011S0503537","House only","Index, 201612=100","347","units","0","v111955503","21.2","25.3","","","","1"
"1981-03","Hamilton, Ontario","2011S0503537","Land only","Index, 201612=100","347","units","0","v111955504","21.3","46.0","E","","","1"
"1981-03","St. Catharines-Niagara, Ontario","2011S0503539","Total (house and land)","Index, 201612=100","347","units","0","v111955505","22.1","30.8","","","","1"
"1981-03","St. Catharines-Niagara, Ontario","2011S0503539","House only","Index, 201612=100","347","units","0","v111955506","22.2","28.6","","","","1"
"1981-03","St. Catharines-Niagara, Ontario","2011S0503539","Land only","Index, 201612=100","347","units","0","v111955507","22.3","35.6","E","","","1"
"1981-03","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Total (house and land)","Index, 201612=100","347","units","0","v111955508","23.1","34.2","","","","1"
"1981-03","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","House only","Index, 201612=100","347","units","0","v111955509","23.2","30.7","","","","1"
"1981-03","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Land only","Index, 201612=100","347","units","0","v111955510","23.3","43.5","E","","","1"
"1981-03","Guelph, Ontario","2011S0503550","Total (house and land)","Index, 201612=100","347","units","0","v111955511","24.1","","..","","","1"
"1981-03","Guelph, Ontario","2011S0503550","House only","Index, 201612=100","347","units","0","v111955512","24.2","","..","","","1"
"1981-03","Guelph, Ontario","2011S0503550","Land only","Index, 201612=100","347","units","0","v111955513","24.3","","..","","","1"
"1981-03","London, Ontario","2011S0503555","Total (house and land)","Index, 201612=100","347","units","0","v111955514","25.1","32.8","","","","1"
"1981-03","London, Ontario","2011S0503555","House only","Index, 201612=100","347","units","0","v111955515","25.2","28.2","","","","1"
"1981-03","London, Ontario","2011S0503555","Land only","Index, 201612=100","347","units","0","v111955516","25.3","51.4","E","","","1"
"1981-03","Windsor, Ontario","2011S0503559","Total (house and land)","Index, 201612=100","347","units","0","v111955517","26.1","60.7","","","","1"
